# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 13:11:53 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08116650 Brazos Rv nr Rosharon, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08116650
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	08116650	1995-01-31	15800	A
USGS	08116650	1995-02-01	13200	A:e
USGS	08116650	1995-02-02	11700	A:e
USGS	08116650	1995-02-03	10500	A:e
USGS	08116650	1995-02-04	9600	A:e
USGS	08116650	1995-02-05	8800	A:e
USGS	08116650	1995-02-06	8410	A
USGS	08116650	1995-02-07	8120	A
USGS	08116650	1995-02-08	7750	A
USGS	08116650	1995-02-09	7220	A
USGS	08116650	1995-02-10	6830	A
USGS	08116650	1995-02-11	6690	A
USGS	08116650	1995-02-12	6530	A
USGS	08116650	1995-02-13	6420	A
USGS	08116650	1995-02-14	6550	A
USGS	08116650	1995-02-15	6400	A
USGS	08116650	1995-02-16	6060	A
USGS	08116650	1995-02-17	5810	A
USGS	08116650	1995-02-18	5830	A
USGS	08116650	1995-02-19	6030	A
USGS	08116650	1995-02-20	5770	A
USGS	08116650	1995-02-21	5330	A
USGS	08116650	1995-02-22	5080	A
USGS	08116650	1995-02-23	5030	A
USGS	08116650	1995-02-24	5100	A
USGS	08116650	1995-02-25	5200	A
USGS	08116650	1995-02-26	4900	A
USGS	08116650	1995-02-27	4750	A
USGS	08116650	1995-02-28	5700	A:e
USGS	08116650	1995-03-01	7700	A:e
USGS	08116650	1995-03-02	9790	A
USGS	08116650	1995-03-03	9250	A
USGS	08116650	1995-03-04	7200	A
USGS	08116650	1995-03-05	6200	A:e
USGS	08116650	1995-03-06	6000	A:e
USGS	08116650	1995-03-07	6730	A
USGS	08116650	1995-03-08	8200	A
USGS	08116650	1995-03-09	8770	A
USGS	08116650	1995-03-10	8570	A
USGS	08116650	1995-03-11	6890	A
USGS	08116650	1995-03-12	6000	A
USGS	08116650	1995-03-13	8840	A
USGS	08116650	1995-03-14	14500	A
USGS	08116650	1995-03-15	21600	A
USGS	08116650	1995-03-16	32900	A
USGS	08116650	1995-03-17	41600	A
USGS	08116650	1995-03-18	40100	A
USGS	08116650	1995-03-19	33000	A
USGS	08116650	1995-03-20	28900	A
USGS	08116650	1995-03-21	26000	A
USGS	08116650	1995-03-22	22300	A
USGS	08116650	1995-03-23	20400	A
USGS	08116650	1995-03-24	20600	A
USGS	08116650	1995-03-25	19800	A
USGS	08116650	1995-03-26	17900	A
USGS	08116650	1995-03-27	16100	A
USGS	08116650	1995-03-28	14600	A
USGS	08116650	1995-03-29	14300	A
USGS	08116650	1995-03-30	16000	A
USGS	08116650	1995-03-31	12600	A
USGS	08116650	1995-04-01	11600	A
USGS	08116650	1995-04-02	10700	A
USGS	08116650	1995-04-03	9460	A
USGS	08116650	1995-04-04	10500	A
USGS	08116650	1995-04-05	19300	A
USGS	08116650	1995-04-06	24100	A
USGS	08116650	1995-04-07	24700	A
USGS	08116650	1995-04-08	25500	A
USGS	08116650	1995-04-09	26200	A
USGS	08116650	1995-04-10	25200	A
USGS	08116650	1995-04-11	23100	A
USGS	08116650	1995-04-12	21400	A
USGS	08116650	1995-04-13	20400	A
USGS	08116650	1995-04-14	20900	A
USGS	08116650	1995-04-15	23400	A
USGS	08116650	1995-04-16	22800	A
USGS	08116650	1995-04-17	20100	A
USGS	08116650	1995-04-18	18400	A
USGS	08116650	1995-04-19	16700	A
USGS	08116650	1995-04-20	15600	A
USGS	08116650	1995-04-21	15500	A
USGS	08116650	1995-04-22	15200	A
USGS	08116650	1995-04-23	14600	A
USGS	08116650	1995-04-24	14700	A
USGS	08116650	1995-04-25	15300	A
USGS	08116650	1995-04-26	16000	A
USGS	08116650	1995-04-27	18600	A
USGS	08116650	1995-04-28	19400	A
USGS	08116650	1995-04-29	17500	A
USGS	08116650	1995-04-30	15100	A
USGS	08116650	1995-05-01	13400	A
USGS	08116650	1995-05-02	12300	A
USGS	08116650	1995-05-03	10800	A
USGS	08116650	1995-05-04	8900	A
USGS	08116650	1995-05-05	7730	A
USGS	08116650	1995-05-06	7060	A
USGS	08116650	1995-05-07	6760	A
USGS	08116650	1995-05-08	6910	A
USGS	08116650	1995-05-09	7360	A
USGS	08116650	1995-05-10	8220	A
USGS	08116650	1995-05-11	15400	A
USGS	08116650	1995-05-12	25100	A
USGS	08116650	1995-05-13	31000	A
USGS	08116650	1995-05-14	32700	A
USGS	08116650	1995-05-15	33100	A
USGS	08116650	1995-05-16	33300	A
USGS	08116650	1995-05-17	31300	A
USGS	08116650	1995-05-18	28600	A
USGS	08116650	1995-05-19	26700	A
USGS	08116650	1995-05-20	24400	A
USGS	08116650	1995-05-21	23200	A
USGS	08116650	1995-05-22	21900	A
USGS	08116650	1995-05-23	18800	A
USGS	08116650	1995-05-24	14900	A
USGS	08116650	1995-05-25	11700	A
USGS	08116650	1995-05-26	9540	A
USGS	08116650	1995-05-27	8250	A
USGS	08116650	1995-05-28	7460	A
USGS	08116650	1995-05-29	7820	A
USGS	08116650	1995-05-30	10600	A
USGS	08116650	1995-05-31	12900	A
USGS	08116650	1995-06-01	13500	A
USGS	08116650	1995-06-02	17100	A
USGS	08116650	1995-06-03	24300	A
USGS	08116650	1995-06-04	27900	A
USGS	08116650	1995-06-05	26500	A
USGS	08116650	1995-06-06	23100	A
USGS	08116650	1995-06-07	17800	A
USGS	08116650	1995-06-08	13400	A
USGS	08116650	1995-06-09	10900	A
USGS	08116650	1995-06-10	9760	A
USGS	08116650	1995-06-11	10200	A
USGS	08116650	1995-06-12	10800	A
USGS	08116650	1995-06-13	10000	A
USGS	08116650	1995-06-14	8920	A
USGS	08116650	1995-06-15	9120	A
USGS	08116650	1995-06-16	12200	A
USGS	08116650	1995-06-17	16200	A
USGS	08116650	1995-06-18	19700	A
USGS	08116650	1995-06-19	19600	A
USGS	08116650	1995-06-20	16100	A
USGS	08116650	1995-06-21	12400	A
USGS	08116650	1995-06-22	10200	A
USGS	08116650	1995-06-23	9290	A
USGS	08116650	1995-06-24	8760	A
USGS	08116650	1995-06-25	8230	A
USGS	08116650	1995-06-26	7360	A
USGS	08116650	1995-06-27	6480	A
USGS	08116650	1995-06-28	6190	A
USGS	08116650	1995-06-29	6810	A
USGS	08116650	1995-06-30	9510	A
USGS	08116650	1995-07-01	8410	A
USGS	08116650	1995-07-02	6640	A
USGS	08116650	1995-07-03	5940	A
USGS	08116650	1995-07-04	5470	A
USGS	08116650	1995-07-05	5570	A
USGS	08116650	1995-07-06	5530	A
USGS	08116650	1995-07-07	4840	A
USGS	08116650	1995-07-08	4190	A
USGS	08116650	1995-07-09	3810	A
USGS	08116650	1995-07-10	3670	A
USGS	08116650	1995-07-11	3520	A
USGS	08116650	1995-07-12	3150	A
USGS	08116650	1995-07-13	2910	A
USGS	08116650	1995-07-14	2880	A
USGS	08116650	1995-07-15	2790	A
USGS	08116650	1995-07-16	2680	A
USGS	08116650	1995-07-17	2820	A
USGS	08116650	1995-07-18	3050	A
USGS	08116650	1995-07-19	3330	A
USGS	08116650	1995-07-20	3250	A
USGS	08116650	1995-07-21	2740	A
USGS	08116650	1995-07-22	2450	A
USGS	08116650	1995-07-23	2270	A
USGS	08116650	1995-07-24	2050	A
USGS	08116650	1995-07-25	1820	A
USGS	08116650	1995-07-26	1770	A
USGS	08116650	1995-07-27	1780	A
USGS	08116650	1995-07-28	1770	A
USGS	08116650	1995-07-29	1740	A
USGS	08116650	1995-07-30	1800	A
USGS	08116650	1995-07-31	1810	A
USGS	08116650	1995-08-01	1960	A
USGS	08116650	1995-08-02	2620	A
USGS	08116650	1995-08-03	2830	A
USGS	08116650	1995-08-04	6480	A
USGS	08116650	1995-08-05	13600	A
USGS	08116650	1995-08-06	19100	A
USGS	08116650	1995-08-07	23400	A
USGS	08116650	1995-08-08	27000	A
USGS	08116650	1995-08-09	28600	A
USGS	08116650	1995-08-10	27300	A
USGS	08116650	1995-08-11	24000	A
USGS	08116650	1995-08-12	21300	A
USGS	08116650	1995-08-13	20100	A
USGS	08116650	1995-08-14	19000	A
USGS	08116650	1995-08-15	16300	A
USGS	08116650	1995-08-16	13100	A
USGS	08116650	1995-08-17	10800	A
USGS	08116650	1995-08-18	9500	A
USGS	08116650	1995-08-19	8700	A
USGS	08116650	1995-08-20	7640	A
USGS	08116650	1995-08-21	6490	A
USGS	08116650	1995-08-22	5640	A
USGS	08116650	1995-08-23	5040	A
USGS	08116650	1995-08-24	4570	A
USGS	08116650	1995-08-25	4360	A
USGS	08116650	1995-08-26	4220	A
USGS	08116650	1995-08-27	4000	A
USGS	08116650	1995-08-28	3840	A
USGS	08116650	1995-08-29	3720	A
USGS	08116650	1995-08-30	3690	A
USGS	08116650	1995-08-31	3650	A
USGS	08116650	1995-09-01	3330	A
USGS	08116650	1995-09-02	3040	A
USGS	08116650	1995-09-03	2840	A
USGS	08116650	1995-09-04	2700	A
USGS	08116650	1995-09-05	2840	A
USGS	08116650	1995-09-06	2840	A
USGS	08116650	1995-09-07	2760	A
USGS	08116650	1995-09-08	2560	A
USGS	08116650	1995-09-09	2470	A
USGS	08116650	1995-09-10	2310	A
USGS	08116650	1995-09-11	2150	A
USGS	08116650	1995-09-12	2150	A
USGS	08116650	1995-09-13	2190	A
USGS	08116650	1995-09-14	2120	A
USGS	08116650	1995-09-15	2050	A
USGS	08116650	1995-09-16	1920	A
USGS	08116650	1995-09-17	2090	A
USGS	08116650	1995-09-18	2390	A
USGS	08116650	1995-09-19	2100	A
USGS	08116650	1995-09-20	1890	A
USGS	08116650	1995-09-21	1800	A
USGS	08116650	1995-09-22	1780	A
USGS	08116650	1995-09-23	2090	A
USGS	08116650	1995-09-24	2680	A
USGS	08116650	1995-09-25	3600	A
USGS	08116650	1995-09-26	4040	A
USGS	08116650	1995-09-27	3850	A
USGS	08116650	1995-09-28	3930	A
USGS	08116650	1995-09-29	3950	A
USGS	08116650	1995-09-30	3830	A
USGS	08116650	1995-10-01	3700	A
USGS	08116650	1995-10-02	3440	A
USGS	08116650	1995-10-03	3410	A
USGS	08116650	1995-10-04	3170	A
USGS	08116650	1995-10-05	3040	A
USGS	08116650	1995-10-06	3060	A
USGS	08116650	1995-10-07	2850	A
USGS	08116650	1995-10-08	2810	A
USGS	08116650	1995-10-09	2630	A
USGS	08116650	1995-10-10	2350	A
USGS	08116650	1995-10-11	2310	A
USGS	08116650	1995-10-12	2160	A
USGS	08116650	1995-10-13	2140	A
USGS	08116650	1995-10-14	1960	A
USGS	08116650	1995-10-15	1800	A
USGS	08116650	1995-10-16	1760	A
USGS	08116650	1995-10-17	1680	A
USGS	08116650	1995-10-18	1620	A
USGS	08116650	1995-10-19	1810	A
USGS	08116650	1995-10-20	1750	A
USGS	08116650	1995-10-21	1650	A
USGS	08116650	1995-10-22	1630	A
USGS	08116650	1995-10-23	1570	A
USGS	08116650	1995-10-24	1430	A
USGS	08116650	1995-10-25	1470	A
USGS	08116650	1995-10-26	1460	A
USGS	08116650	1995-10-27	1470	A
USGS	08116650	1995-10-28	1500	A
USGS	08116650	1995-10-29	1400	A
USGS	08116650	1995-10-30	1360	A
USGS	08116650	1995-10-31	1310	A
USGS	08116650	1995-11-01	1440	A
USGS	08116650	1995-11-02	2040	A
USGS	08116650	1995-11-03	4180	A
USGS	08116650	1995-11-04	3070	A
USGS	08116650	1995-11-05	2260	A
USGS	08116650	1995-11-06	2100	A
USGS	08116650	1995-11-07	2120	A
USGS	08116650	1995-11-08	1990	A
USGS	08116650	1995-11-09	1890	A
USGS	08116650	1995-11-10	1860	A
USGS	08116650	1995-11-11	1870	A
USGS	08116650	1995-11-12	1870	A
USGS	08116650	1995-11-13	1780	A
USGS	08116650	1995-11-14	1720	A
USGS	08116650	1995-11-15	1640	A
USGS	08116650	1995-11-16	1600	A
USGS	08116650	1995-11-17	1530	A
USGS	08116650	1995-11-18	1790	A
USGS	08116650	1995-11-19	1950	A
USGS	08116650	1995-11-20	2300	A
USGS	08116650	1995-11-21	2110	A
USGS	08116650	1995-11-22	1930	A
USGS	08116650	1995-11-23	2000	A
USGS	08116650	1995-11-24	2100	A
USGS	08116650	1995-11-25	2200	A
USGS	08116650	1995-11-26	1980	A
USGS	08116650	1995-11-27	1770	A
USGS	08116650	1995-11-28	1570	A
USGS	08116650	1995-11-29	1510	A
USGS	08116650	1995-11-30	1530	A
USGS	08116650	1995-12-01	1410	A
USGS	08116650	1995-12-02	1370	A
USGS	08116650	1995-12-03	1380	A
USGS	08116650	1995-12-04	1400	A
USGS	08116650	1995-12-05	1410	A
USGS	08116650	1995-12-06	1520	A
USGS	08116650	1995-12-07	1580	A
USGS	08116650	1995-12-08	1450	A
USGS	08116650	1995-12-09	1350	A
USGS	08116650	1995-12-10	1220	A
USGS	08116650	1995-12-11	1190	A
USGS	08116650	1995-12-12	1170	A
USGS	08116650	1995-12-13	1250	A
USGS	08116650	1995-12-14	1260	A
USGS	08116650	1995-12-15	1160	A
USGS	08116650	1995-12-16	1120	A
USGS	08116650	1995-12-17	4770	A
USGS	08116650	1995-12-18	15100	A
USGS	08116650	1995-12-19	13900	A
USGS	08116650	1995-12-20	13900	A
USGS	08116650	1995-12-21	12500	A
USGS	08116650	1995-12-22	8840	A
USGS	08116650	1995-12-23	6970	A
USGS	08116650	1995-12-24	5940	A
USGS	08116650	1995-12-25	5370	A
USGS	08116650	1995-12-26	4820	A
USGS	08116650	1995-12-27	4090	A
USGS	08116650	1995-12-28	3440	A
USGS	08116650	1995-12-29	3060	A
USGS	08116650	1995-12-30	2770	A
USGS	08116650	1995-12-31	2640	A
USGS	08116650	1996-01-01	2480	A
USGS	08116650	1996-01-02	2220	A
USGS	08116650	1996-01-03	2060	A
USGS	08116650	1996-01-04	1990	A
USGS	08116650	1996-01-05	2080	A
USGS	08116650	1996-01-06	2290	A
USGS	08116650	1996-01-07	2180	A
USGS	08116650	1996-01-08	1910	A
USGS	08116650	1996-01-09	1700	A
USGS	08116650	1996-01-10	1660	A
USGS	08116650	1996-01-11	1780	A
USGS	08116650	1996-01-12	1830	A
USGS	08116650	1996-01-13	1700	A
USGS	08116650	1996-01-14	1870	A
USGS	08116650	1996-01-15	1960	A
USGS	08116650	1996-01-16	1830	A
USGS	08116650	1996-01-17	1650	A
USGS	08116650	1996-01-18	1590	A
USGS	08116650	1996-01-19	1490	A
USGS	08116650	1996-01-20	1310	A
USGS	08116650	1996-01-21	1370	A
USGS	08116650	1996-01-22	1390	A
USGS	08116650	1996-01-23	1270	A
USGS	08116650	1996-01-24	1340	A
USGS	08116650	1996-01-25	1420	A
USGS	08116650	1996-01-26	1520	A
USGS	08116650	1996-01-27	1620	A
USGS	08116650	1996-01-28	1580	A
USGS	08116650	1996-01-29	1500	A
USGS	08116650	1996-01-30	1400	A
USGS	08116650	1996-01-31	1300	A
USGS	08116650	1996-02-01	1280	A
USGS	08116650	1996-02-02	1260	A
USGS	08116650	1996-02-03	1250	A
USGS	08116650	1996-02-04	1170	A
USGS	08116650	1996-02-05	1160	A
USGS	08116650	1996-02-06	1220	A
USGS	08116650	1996-02-07	1200	A
USGS	08116650	1996-02-08	1210	A
USGS	08116650	1996-02-09	1500	A
USGS	08116650	1996-02-10	1610	A
USGS	08116650	1996-02-11	1520	A
USGS	08116650	1996-02-12	1370	A
USGS	08116650	1996-02-13	1430	A
USGS	08116650	1996-02-14	1390	A
USGS	08116650	1996-02-15	1250	A
USGS	08116650	1996-02-16	1120	A
USGS	08116650	1996-02-17	1020	A
USGS	08116650	1996-02-18	946	A
USGS	08116650	1996-02-19	813	A
USGS	08116650	1996-02-20	806	A
USGS	08116650	1996-02-21	918	A
USGS	08116650	1996-02-22	829	A
USGS	08116650	1996-02-23	860	A
USGS	08116650	1996-02-24	964	A
USGS	08116650	1996-02-25	893	A
USGS	08116650	1996-02-26	921	A
USGS	08116650	1996-02-27	921	A
USGS	08116650	1996-02-28	886	A
USGS	08116650	1996-02-29	995	A
USGS	08116650	1996-03-01	1140	A
USGS	08116650	1996-03-02	1160	A
USGS	08116650	1996-03-03	1050	A
USGS	08116650	1996-03-04	939	A
USGS	08116650	1996-03-05	849	A
USGS	08116650	1996-03-06	893	A
USGS	08116650	1996-03-07	887	A
USGS	08116650	1996-03-08	797	A
USGS	08116650	1996-03-09	812	A
USGS	08116650	1996-03-10	809	A
USGS	08116650	1996-03-11	793	A
USGS	08116650	1996-03-12	647	A
USGS	08116650	1996-03-13	719	A
USGS	08116650	1996-03-14	721	A
USGS	08116650	1996-03-15	739	A
USGS	08116650	1996-03-16	958	A
USGS	08116650	1996-03-17	1090	A
USGS	08116650	1996-03-18	1000	A
USGS	08116650	1996-03-19	777	A
USGS	08116650	1996-03-20	689	A
USGS	08116650	1996-03-21	696	A
USGS	08116650	1996-03-22	628	A
USGS	08116650	1996-03-23	500	A
USGS	08116650	1996-03-24	484	A
USGS	08116650	1996-03-25	499	A
USGS	08116650	1996-03-26	527	A
USGS	08116650	1996-03-27	606	A
USGS	08116650	1996-03-28	644	A
USGS	08116650	1996-03-29	660	A
USGS	08116650	1996-03-30	713	A
USGS	08116650	1996-03-31	659	A
USGS	08116650	1996-04-01	486	A
USGS	08116650	1996-04-02	413	A
USGS	08116650	1996-04-03	505	A
USGS	08116650	1996-04-04	742	A
USGS	08116650	1996-04-05	744	A
USGS	08116650	1996-04-06	707	A
USGS	08116650	1996-04-07	739	A
USGS	08116650	1996-04-08	675	A
USGS	08116650	1996-04-09	548	A
USGS	08116650	1996-04-10	468	A
USGS	08116650	1996-04-11	412	A
USGS	08116650	1996-04-12	481	A
USGS	08116650	1996-04-13	665	A
USGS	08116650	1996-04-14	786	A
USGS	08116650	1996-04-15	698	A
USGS	08116650	1996-04-16	546	A
USGS	08116650	1996-04-17	476	A
USGS	08116650	1996-04-18	369	A
USGS	08116650	1996-04-19	315	A
USGS	08116650	1996-04-20	297	A
USGS	08116650	1996-04-21	278	A
USGS	08116650	1996-04-22	255	A
USGS	08116650	1996-04-23	282	A
USGS	08116650	1996-04-24	332	A
USGS	08116650	1996-04-25	387	A
USGS	08116650	1996-04-26	415	A
USGS	08116650	1996-04-27	334	A
USGS	08116650	1996-04-28	468	A
USGS	08116650	1996-04-29	701	A
USGS	08116650	1996-04-30	800	A
USGS	08116650	1996-05-01	777	A
USGS	08116650	1996-05-02	855	A
USGS	08116650	1996-05-03	1590	A
USGS	08116650	1996-05-04	1580	A
USGS	08116650	1996-05-05	1150	A
USGS	08116650	1996-05-06	819	A
USGS	08116650	1996-05-07	530	A
USGS	08116650	1996-05-08	463	A
USGS	08116650	1996-05-09	291	A
USGS	08116650	1996-05-10	175	A
USGS	08116650	1996-05-11	155	A
USGS	08116650	1996-05-12	408	A
USGS	08116650	1996-05-13	472	A
USGS	08116650	1996-05-14	488	A
USGS	08116650	1996-05-15	672	A
USGS	08116650	1996-05-16	492	A
USGS	08116650	1996-05-17	326	A
USGS	08116650	1996-05-18	158	A
USGS	08116650	1996-05-19	82	A
USGS	08116650	1996-05-20	59	A
USGS	08116650	1996-05-21	46	A
USGS	08116650	1996-05-22	36	A
USGS	08116650	1996-05-23	38	A
USGS	08116650	1996-05-24	102	A
USGS	08116650	1996-05-25	78	A
USGS	08116650	1996-05-26	85	A
USGS	08116650	1996-05-27	164	A
USGS	08116650	1996-05-28	218	A
USGS	08116650	1996-05-29	172	A
USGS	08116650	1996-05-30	135	A
USGS	08116650	1996-05-31	116	A
USGS	08116650	1996-06-01	143	A
USGS	08116650	1996-06-02	318	A
USGS	08116650	1996-06-03	592	A
USGS	08116650	1996-06-04	619	A
USGS	08116650	1996-06-05	627	A
USGS	08116650	1996-06-06	919	A
USGS	08116650	1996-06-07	949	A
USGS	08116650	1996-06-08	809	A
USGS	08116650	1996-06-09	835	A
USGS	08116650	1996-06-10	809	A
USGS	08116650	1996-06-11	765	A
USGS	08116650	1996-06-12	767	A
USGS	08116650	1996-06-13	645	A
USGS	08116650	1996-06-14	621	A
USGS	08116650	1996-06-15	694	A
USGS	08116650	1996-06-16	690	A
USGS	08116650	1996-06-17	667	A
USGS	08116650	1996-06-18	921	A
USGS	08116650	1996-06-19	1140	A
USGS	08116650	1996-06-20	984	A
USGS	08116650	1996-06-21	1010	A
USGS	08116650	1996-06-22	1230	A
USGS	08116650	1996-06-23	1320	A
USGS	08116650	1996-06-24	1680	A
USGS	08116650	1996-06-25	2880	A
USGS	08116650	1996-06-26	3690	A
USGS	08116650	1996-06-27	3130	A
USGS	08116650	1996-06-28	2720	A
USGS	08116650	1996-06-29	2720	A
USGS	08116650	1996-06-30	2510	A
USGS	08116650	1996-07-01	2160	A
USGS	08116650	1996-07-02	1900	A
USGS	08116650	1996-07-03	1660	A
USGS	08116650	1996-07-04	1440	A
USGS	08116650	1996-07-05	1440	A
USGS	08116650	1996-07-06	1330	A
USGS	08116650	1996-07-07	1300	A
USGS	08116650	1996-07-08	1090	A
USGS	08116650	1996-07-09	786	A
USGS	08116650	1996-07-10	569	A
USGS	08116650	1996-07-11	559	A
USGS	08116650	1996-07-12	630	A
USGS	08116650	1996-07-13	709	A
USGS	08116650	1996-07-14	704	A
USGS	08116650	1996-07-15	571	A
USGS	08116650	1996-07-16	563	A
USGS	08116650	1996-07-17	402	A
USGS	08116650	1996-07-18	425	A:e
USGS	08116650	1996-07-19	450	A:e
USGS	08116650	1996-07-20	475	A:e
USGS	08116650	1996-07-21	500	A:e
USGS	08116650	1996-07-22	390	A:e
USGS	08116650	1996-07-23	283	A
USGS	08116650	1996-07-24	193	A
USGS	08116650	1996-07-25	265	A
USGS	08116650	1996-07-26	580	A
USGS	08116650	1996-07-27	625	A
USGS	08116650	1996-07-28	432	A
USGS	08116650	1996-07-29	529	A
USGS	08116650	1996-07-30	822	A
USGS	08116650	1996-07-31	890	A
USGS	08116650	1996-08-01	788	A
USGS	08116650	1996-08-02	644	A
USGS	08116650	1996-08-03	582	A
USGS	08116650	1996-08-04	498	A
USGS	08116650	1996-08-05	459	A
USGS	08116650	1996-08-06	331	A
USGS	08116650	1996-08-07	254	A
USGS	08116650	1996-08-08	281	A
USGS	08116650	1996-08-09	262	A
USGS	08116650	1996-08-10	253	A
USGS	08116650	1996-08-11	366	A
USGS	08116650	1996-08-12	568	A
USGS	08116650	1996-08-13	615	A
USGS	08116650	1996-08-14	606	A
USGS	08116650	1996-08-15	847	A
USGS	08116650	1996-08-16	704	A
USGS	08116650	1996-08-17	712	A
USGS	08116650	1996-08-18	741	A
USGS	08116650	1996-08-19	694	A
USGS	08116650	1996-08-20	709	A
USGS	08116650	1996-08-21	494	A
USGS	08116650	1996-08-22	639	A
USGS	08116650	1996-08-23	1160	A
USGS	08116650	1996-08-24	1010	A
USGS	08116650	1996-08-25	1100	A
USGS	08116650	1996-08-26	1190	A
USGS	08116650	1996-08-27	1080	A
USGS	08116650	1996-08-28	977	A
USGS	08116650	1996-08-29	815	A
USGS	08116650	1996-08-30	1330	A
USGS	08116650	1996-08-31	3870	A
USGS	08116650	1996-09-01	3590	A
USGS	08116650	1996-09-02	3820	A
USGS	08116650	1996-09-03	4110	A
USGS	08116650	1996-09-04	3800	A
USGS	08116650	1996-09-05	4930	A
USGS	08116650	1996-09-06	5180	A
USGS	08116650	1996-09-07	4480	A
USGS	08116650	1996-09-08	3770	A
USGS	08116650	1996-09-09	3250	A
USGS	08116650	1996-09-10	2800	A
USGS	08116650	1996-09-11	2650	A
USGS	08116650	1996-09-12	2630	A
USGS	08116650	1996-09-13	2520	A
USGS	08116650	1996-09-14	2380	A
USGS	08116650	1996-09-15	2280	A
USGS	08116650	1996-09-16	2230	A
USGS	08116650	1996-09-17	2130	A
USGS	08116650	1996-09-18	1970	A
USGS	08116650	1996-09-19	2420	A
USGS	08116650	1996-09-20	4080	A
USGS	08116650	1996-09-21	11000	A
USGS	08116650	1996-09-22	16000	A
USGS	08116650	1996-09-23	23700	A
USGS	08116650	1996-09-24	22400	A
USGS	08116650	1996-09-25	16900	A:e
USGS	08116650	1996-09-26	13000	A:e
USGS	08116650	1996-09-27	10300	A:e
USGS	08116650	1996-09-28	8910	A
USGS	08116650	1996-09-29	7800	A
USGS	08116650	1996-09-30	7000	A
USGS	08116650	1996-10-01	6980	A
USGS	08116650	1996-10-02	6250	A
USGS	08116650	1996-10-03	5230	A
USGS	08116650	1996-10-04	4760	A
USGS	08116650	1996-10-05	4760	A
USGS	08116650	1996-10-06	4630	A
USGS	08116650	1996-10-07	4300	A
USGS	08116650	1996-10-08	3760	A
USGS	08116650	1996-10-09	3480	A
USGS	08116650	1996-10-10	3470	A
USGS	08116650	1996-10-11	3300	A
USGS	08116650	1996-10-12	2960	A
USGS	08116650	1996-10-13	2670	A
USGS	08116650	1996-10-14	2630	A
USGS	08116650	1996-10-15	2690	A
USGS	08116650	1996-10-16	2720	A
USGS	08116650	1996-10-17	2670	A
USGS	08116650	1996-10-18	2380	A
USGS	08116650	1996-10-19	2180	A
USGS	08116650	1996-10-20	2140	A
USGS	08116650	1996-10-21	2200	A
USGS	08116650	1996-10-22	2000	A
USGS	08116650	1996-10-23	1910	A
USGS	08116650	1996-10-24	2080	A
USGS	08116650	1996-10-25	2260	A
USGS	08116650	1996-10-26	2350	A
USGS	08116650	1996-10-27	2220	A
USGS	08116650	1996-10-28	2840	A
USGS	08116650	1996-10-29	2680	A
USGS	08116650	1996-10-30	2050	A
USGS	08116650	1996-10-31	1800	A
USGS	08116650	1996-11-01	1750	A
USGS	08116650	1996-11-02	1650	A
USGS	08116650	1996-11-03	1540	A
USGS	08116650	1996-11-04	1500	A
USGS	08116650	1996-11-05	1580	A
USGS	08116650	1996-11-06	1710	A
USGS	08116650	1996-11-07	2610	A
USGS	08116650	1996-11-08	3560	A
USGS	08116650	1996-11-09	3100	A
USGS	08116650	1996-11-10	2580	A
USGS	08116650	1996-11-11	2360	A
USGS	08116650	1996-11-12	2530	A
USGS	08116650	1996-11-13	2850	A
USGS	08116650	1996-11-14	3160	A
USGS	08116650	1996-11-15	4070	A
USGS	08116650	1996-11-16	4790	A
USGS	08116650	1996-11-17	5060	A
USGS	08116650	1996-11-18	4990	A
USGS	08116650	1996-11-19	4310	A
USGS	08116650	1996-11-20	3340	A
USGS	08116650	1996-11-21	2740	A
USGS	08116650	1996-11-22	2410	A
USGS	08116650	1996-11-23	2180	A
USGS	08116650	1996-11-24	2160	A
USGS	08116650	1996-11-25	3130	A
USGS	08116650	1996-11-26	3290	A
USGS	08116650	1996-11-27	3870	A
USGS	08116650	1996-11-28	4520	A
USGS	08116650	1996-11-29	4190	A
USGS	08116650	1996-11-30	4010	A
USGS	08116650	1996-12-01	4400	A
USGS	08116650	1996-12-02	4550	A
USGS	08116650	1996-12-03	5380	A
USGS	08116650	1996-12-04	6210	A
USGS	08116650	1996-12-05	7680	A
USGS	08116650	1996-12-06	9640	A
USGS	08116650	1996-12-07	10800	A
USGS	08116650	1996-12-08	10900	A
USGS	08116650	1996-12-09	10400	A
USGS	08116650	1996-12-10	9270	A
